user,text
,"Kualitas Suara: jernih, bagus top pokoknya
Warna: cocok banget sesuai ekspektasi
Desain: keren
alhamdulilah untuk connect ke hp gampang bgt. pesen udh hampir 2 bulan tp baru 2/3 kali di charge krn awet banget. kualitas audio mantap pol"
,"Kualitas Suara: mantapp
Warna: cantik banget warna pinkyy
Desain: bagus gampang dimasukin kantong
udah kedua kalinya beli baseus karena secakep itu dan baterainya awet banget sampe semingguan, kalo bukan karena ilang gaakan beli lagiii si semoga awetttt😭🥰💗🫰🏻🫵"
,"Kualitas Suara: bass nya nampolll
Warna: pink pastel emush~ ><
Desain: minimalis dan elegannnnnn...
sangatt"" recommend karena udah kualitasnya bagus dan harganya yang sangat"" ekonomis.. emang yaa brand baseus top banget kalo tentang produk dan kualitasnya!!"
p*****i,"Kualitas Suara: bagus, jelas, jernih
Warna: kerenn, lucuuu, gemasss
Desain: simple, menarik
yeyy, dapet di harga 100 ribuan ajaa pas kemarin tanggal 25juliii!!! overall semuanya bagusss, vid unboxing juga adaaa. cocok bgt warna pink gini buat ciwi ciwi"
h*****1,"Kualitas Suara: cuma sebelah jdi jelek
Warna: hitam
Desain: b aja
Produk: Kualitas buruk
cuma nyala sebelah, udh berkali reset pake cara apapun ttp gabisa"
d*****p,"Kualitas Suara: suara nya bagus
Warna: warna nya ucul
Desain: menarik
Warna nya lucu bagus, lengkap ada buku panduan nya, ada stiker nya juga, suara nya juga jelas"
,"Kualitas Suara: bagus
Warna: hitam
Desain: cukup oke
Packing aman, pengiriman 2hr, suara bagus bersih. Merk baseus emangbsebagus itu sih. Sblmnya beli chargernya oke fast charging awet sampe skrg"
,"Kualitas Suara: bagus
Warna: lucuu!
Desain: lucu
Sesuai dengan harga, cuma mungkin nanti bisa di design ada gantungannya gitu hehe… awalnya agak susak connect ke bt di hpku… beberapa lama akhirnya bisa connect"
,"Kualitas Suara: bagus
Warna: pink nya so cute bgtt
Desain: cantik dan menarik
Baguss bangett warna pink nya lucu kualitas suara bagus emg ya ada harga ada kualitas, next mau beli di sini lagi rekomend pkoknya"
,"Kualitas Suara: GILAK BASS NYA, BUKAN MAIN💯🔥😍
Warna: Pink pastel💝🎀
Desain: Cute, easy to carry🥰
MANTEP BGT SUARANYA AAAKK😭😍🔥 MAKASIH BANYAK YA BASEUS, EMG MANTEP KLO SOAL EARPHONE NYA DAH💯 Dapet free charging cable + ada warranty card nya ya ges, jd aman bgt klo misalnya ada apa2. Jgn ragu ya ges buat beli <3"
,"Kualitas Suara: jernih
Warna: pink gemas
Desain: lucuuuu
aku kira bakal b aja, tapi lebih dari ekspektasi. ga begitu nge bass tapi aku lebih suka yang gini sih. mantapp pokoknya, warna pink nya juga lucuu 10000/10 🤏🏻🎀🎀🎀"
s*****2,"Kualitas Suara: jernih
Warna: sesuai gambar
Desain: gemas
Ringan di telinga, ga bikin sakit dan pegel di telinga. Suaranya juga clean, ringan, ga yang lebay. Dapat stiker gemas kuning kuning 🤏🤏"
v*****e,"Kualitas Suara: bagus
Warna: cute cekali
Desain: compact
Baru dicoba sih dan so far puas sekali. Semoga awet. Rekomendasi temen-temen, pada rekomen baseus semua pas kubilang mau beli tws"
m*****_,"Kualitas Suara: Best
Warna: Putih
Ini earphone bt yg nerbener kualitasnya Bgus bngt, baterainya super awet, dri awal beli baru satu kali ngecharger. Dpet stiker juga lucuuuuu, pokoknya rekomended dehhh"
,"Kualitas Suara: suara bagus
Warna: putih
Desain: imut
Pengiriman cepat, kemasan rapi cm kadang suaranya sk tdk ada yg bagjan kanan .Belanja saat flash sale tgl 6.6 paling murah dibandingin toko sebelah.top deh shoppe"
t*****d,"Kualitas Suara: memuaskan
Warna: sesuai ekspetasi lah oke
Desain: cakep mudah di bawa kemana mana
overall cakep sih ini dpt harga promo payday sale dan yaa cuman 100 ribuan se bagus ini kecee sihh ini tinggal beli casenya doang biar makin tcakepp🫰🏻👍🏻"
p*****5,"Kualitas Suara: jernih
Warna: birunya lucu
Desain: lucuu
Ini pertama kali beli merk ini, lucuu pol suka benget, dapet bonus stiker, beli pas promo, semoga awet"
h*****4,"Terima kasih paket sudah diterima dengan baik sesuai dengan pesanan. Warnanya lucu, batrainya awet belum pernah di charge dari awal beli karna lumayan jarang dipakai juga. Mantap"
,"Kualitas Suara: bass nya oke
Warna: suka bangat dengan warnanya
Desain: lucu,,
Bagus bangat TWS nya suaranya juga ngebass bangat"
,"Kualitas Suara: jernih tahan lama
Warna: gemoy
Desain: bagis cantik pink nya lucu, tahan lama juga, bisa di pakai sepanjang hari full pas kerja jadinya hemat listrik buat ngecas hahahahha"
r*****y,"Kualitas Suara: jernih bangett
Warna: pink
Desain: tes tanpa kabel
Perdana beli headset TWS... Cakep banget warna pink, pilihan warna banyak biru, hitam, putih. 
Banyak varian harganya dari 100-500an"
,"Kualitas Suara: sangat jernih dan bagus
Warna: warna nyaaaa cantikkk bangettt
Desain: lucu dan menarikk
BAGUSSSS BANGEEETTTT CEPETAN ORDERRRRR SKRG JUGAKKK LUV"
o*****2,"Kualitas Suara: baik
Warna: menarik
Desain: keren
Lucu sekali dan kualitas bagus bgt. Rekom lah ya buat daily jogging smbil dengerin lagu. Murah jg, thnks seller"
r*****h,"Fitur Terbaik: ok
Sepadan dengan Harga: wort it
Bagus ini mah untuk harga under segitu basa nya oke🥰🥰🥰pengiriman cepat🥰"
n*****a,"Kualitas Suara: baguss okee
Warna: pink
Desain: sederhana simple
lucuu bangett ihhh apalagi ini hadiah dari ma boyfriend 🤭💗💗 hahahaha lucuunyaaa gabisa berkata-kata lagii dahh thanks mimin n kurir"
k*****a,"Kualitas Suara: keren
Warna: bagus pink soft lucuuu
Desain: keren simple gampang dibawa kemana²
keren, suka bngt sma warna dan kualitasnya dengan harga segini worth it si"
c*****8,"Kualitas Suara: bagus
Kualitas: bagus
Keseluruhan: worth it dengan harganya
gampang connectnya dan bagus barangnya pengiriman sangat cepat terimakasih👍👍"
,"Kualitas Suara: jelas dan terdengar
Warna: sangat menarik dan lucu
Desain: lucu dan menggemaskan
Suka banget karena battery awet banget guys!"
m*****i,"Kualitas Suara: Bagus, suara jelas
Warna: Pink, sesuai
Desain: Lucu
Barang diterima dengan baik dan lengkap."
a*****h,"Barang sudah sampai sesuai pesanan, berfungsi dengan baik, kualitas sesuai dengan harganya. Warnanya lucuu soft pink gituu 🩷 Semoga awet 🥰🫶🏻"
,"Eh apa inii??? KOK BAGUS AMAYY, DESAIGNNYA LUCU POLL DIBIKIN FLAT. Untuk suaranya juga bagus ih. Baseus gapernah mengecewakan emangg, terimaaci yaa"
s*****0,"Kualitas Suara: suaranya jernih bas nya oke banget
Warna: warna nya cantik lucu, warna baby pink
Desain: simpel tapi bagus
suka banget sama tws baseus E16 ini suaranya jernih bas nya oke, dalem nya udah dapet charger type C sama stiker juga warna nya juga cantik"
,"Kualitas Suara: bass bagus
Warna: sangat bangus dan sesuai dengan gambar
Desain: menarik dengan detail yang apik"
k*****_,"Kualitas Suara: bagus
Warna: pink
Desain: sederhana
Tipikal tws yang simple banget tapi bagus buat dengerin lagu, dll. Cepet banget nyambung nya. Ke laptop juga cepat banget. Udah nyampe seminggu lalu ujicoba dulu, awet banget di pake seminggu ini baterai nya. Cuman untuk tws nya beberapa jam dipake ngurangnya nggk terlalu banyak tapi okee. Worth it to buy."
r*****t,"Kualitas Suara: oke
Warna: sesuai ekspetasi
aku belum sempet cobain tapi pas udah mendarat semua aman, dan semua gada yg cacat, makasih seller"
e*****r,"Kualitas Suara: jernih
Warna: natural
Desain: modern
bagusss, udah lama pengen beli earphone baseus ternyata sebagus ini terimakasihh🫰🏼🫰🏼🫰🏼"
,"Kualitas Suara: jernih dan baguz
Warna: birunya cakep banget
Desain: desainya bagus
Sampainya cepat, suaranya jernih banget
Untuk nyambung ke hp ny jg gampang banget g ribet
Ini earphone terworht menurut aku
Btw aku dpt diharga dibawah 70 k ges krn pake shoppepaylater diskon 🤣
Warna birunya cakep bnget
Ga nyesel pokoknya beli baseus ini
Semoga awet sampe bertahun tahun yaa 🫣
Thank yuu baseus"
x*****s,"Kualitas Suara: suaranya jernih, bas nya juga mantepp poll
puas bgt sama barang nya, ga nyesel beli 🥰🥰🤭🤭"
,"Kualitas Suara: bersih dan ngebass
Warna: hitam sesuai pesanan
Desain: simple dan modern
Setelah membeli yg Adapter charger yg 20 Watt yg terbukti tangguh, sekarang beli yg Tws Bowie E16 yg versi Enhanced nya, produknya tws tidak mengecewakan untuk range harga 100 rb. Good job Baseus, mungkin kedepannya beli lagi produk Baseus yg lain."
m*****g,"Kualitas Suara: keren
Warna: bagus bgt
Desain: menarik
Respon penjual baik, pengiriman juga baik dan cepat. Di unboxing langsung hari itu juga pas Terima. Dan di coba dan sesuai dengan merknya. Bagus."
r*****a,"Sudah dicoba dan bisa connect.
Belum dicoba berapa lama ketahanan baterai.
Packaging barang baik.
Design earphone bagus dan warnanya lucu.
Pengemasan dan pengiriman dari seller cukup cepat/standar.
Pengantaran oleh kurir/ekspedisi SPX lama.
Terima kasih"
d*****2,"Kualitas Suara: JERNIH BGT
Warna: warnanya cute bgtt🥺
Desain: lucuukkk mungil hihi
wow bgt pengiriman nya, cepet bgt ga nyampe 2 hari udh sampeeee, yaampun terimakasih bgt bgtttt"
,"Kualitas Suara: bgus
Warna: lucuuuuuu
Desain: menarik
pdhal aku co warna biru dan berubah pikiran dong jadi pengen yg pink .. aku chat seller nya bisa di ganti ga awalnya ngga bisa.. tapi setelah itu katanya dikirim nya jadinya yang pink huhuuu thnkyou kaa💗💗💗💗💗 mantapp lsgs aku coba dan berfungsi semua"
,"Kualitas Suara: jernih
Warna: lucu banget pink nya
Desain: Desain nya jauh lebih bagus
Dari versi yang lama ini kualitasnya jauh lebih baik sih, case nya kokoh dan bentuknya lebih slim, bagus bgt buat harga 100rb"
g*****a,"Kualitas Suara: suaranya enak sekali serius
Warna: warna birunya lusyuw
Desain: desain tempatnya bagus seperti membuka kotak cincin ketika lamaran
saya sangat senang menggunakan produk ini. Semoga amanah, berkah, dan sukses selalu"
r*****i,"review after satu bulan pemakaian! suara enak banget, jernih dan tidak ""crispy"". sangat worth it dengan harga yang didapat! the colour is also cute as well."
,"Kualitas Suara: bagus
Warna: putih
Desain: minimalis
aku suka sama suara yg di hasilkan, gak bikin telinga sakit, desain earpodsnya jg kebetulan bikin nyaman. semoga awet di aku"
,"Kualitas Suara: baguss dan jernih
Warna: cantik bgtt
Desain: simple dan elegan
Baguss, enak poll, aman sentosa jaya abadi, semoga awet dan ga cepet rusakk, ada gift stikernya jugaa lucu"
r*****7,"Kualitas Suara: bass bagus
Warna: lucu dan soft
Desain: kecil
tws nya bagus, udah di coba buat tlpn dan bisa. ga salah pilih tws. dapet free stiker juga di dalam nya. casannya type c. pokoknya tws nya bagus"
,"Kualitas Suara: jernih dan memuaskan
Warna: blue
Desain: simpel dan menarik
saya suka suaranya jernih dan berfungsi dengan baikkk puas banget belanja disini🥰💙 next time bakal langganan dehhh"
,"Kualitas Suara: lumayan
Warna: putih
Desain: simpel
Pesanan sudah sampai.
Seller fast respond.
Kurir ramah.
Kualitas bagus.
Kuantitas pas.
Harga bersaing.
Overall good.."
m*****4,"Kualitas Suara: micnya oke, cmn suara kita hrus lebih kencang, suaranya kencang, untuk baterainya belum dicoba, pas dateng baterainya 60%, awalnya aga bingung si cara ngeconnect nya ternyata di reset dlu di tombolnya
Warna: lucuu
Desain: lucuu
Semoga awett bismillah"
,"Kualitas Suara: jernih
Warna: menarik
Desain: bagus
bagus kok dengan harga segitu suaranya juga ga kaya radio rusak ya soalnya baru gatau nanti pemakaian lama,, ini bagus😘"
b*****u,"Kualitas Suara: bass yang memuaskan
Warna: warna produk sesuai ekspektasi
Barang datang dalam keadaan aman dan pengemasan baik dengan bubble wrap tebal. Sudah dicoba dan dua-duanya berfungsi dengan baik. 
Thank you Baseus"
,"Kualitas Suara: 8/10
Warna: Bagus
Desain: 8,8/10
Puas banget untuk harga murah , dapat stiker lucu juga , qualitas batre ya biasa kaya yg lain harga segini awet aja lah ❤️"
,"Kualitas Suara: oke
Warna: sangat cantik
Desain: menarik
Suka banget sama earphone ya warnanya jg pinkish lucu 😍"
f*****9,"Kualitas Suara: bass bagus
Warna: sangat bagus dan sesuai gambar
Desain: sangat menarik dan cantik
Sangat Puas. Terima Kasih!"
a*****5,"Kualitas Suara: bass bagus dan jernih
Warna: lucuu
Desain: simple
barangnya original, bass nya mantep, suaranya jernih, desainnya simple ga menuhin tempat"
v*****_,"Kualitas Suara: bass yg memuaskan
Warna: sangat lucu
Desain: menarik
Bagus banget gemesh warnanya suaranya juga mantep"
d*****0,"Kualitas Suara: oke
Warna: cantik
Desain: menarik
Suaranya bagus dan bassnnya berasa banget bagus lah harganya dan kualitasnya🥳"
,"Kualitas Suara: bersih
Warna: ok
Desain: bagus
Barangnya bagus original asli suara bas ok desain jg ok cuma ternyata dikuping aku yg model sepetti ini kurang nyangkut jd kalo pake jilbb kesenggol suka copot pake helm aplagi suka lepas2 trus jd dengerin musiknya aga terganggu tp overal semuanya ok"
,"Kualitas Suara: Suara sangat jelas
Warna: Warna sangat bagus
Desain: Sangat Elegan
Suara sangat jelas, bentuk sangat modern dan warna nya sangat bagus"
m*****y,"Kualitas Suara: bagus
Warna: pink sangat soft, lebih cantik setelah dibelikan casing pink
Desain: bagus
Suara bassnya oke dan daya tahan baterai lama."
,"Kualitas Suara: suara bagus
Warna: sesuai dengan ekspektasi dan menarik
Desain: keren dan modern
Semoga awet suaranya sangat mantap tidak bikin sakit ditelinga. Dapat free stiker lucu"
,"Kualitas Suara: bagus
Warna: bagus
Desain: cantik
produk bagus banget, tidak menyesal memberi, packing aman, suara jelas, baterai tahan lama. Sangat rekomendasi, harga murah, kualitas oke"
i*****n,"Kualitas Suara: Untuk range harga segitu cukup bagus
Warna: Menarik
Desain: Elegan
Rekomendasi untuk harga segitu, kualitas bagus."
a*****a,"Kualitas Suara: bass bagus kerasa banget
Warna: sesuai ekspektasi
Desain: lucu dan nyaman
Suka banget ternyata enak suaranya jg kerasa bassnya. Terima kasih"
h*****2,"Kualitas Suara: oke
Warna: oke
Desain: oke
pengiriman cepat, seller fast respon, harga bersahabat, recomend bangetttt krna bas ny okeee dan endap suara"
r*****4,"Kualitas Suara: bagus
Warna: lucu
Desain: bagus
bagus sih desainnya cuma gatau kenapa suaranya yang ini kek redup gitu ga ngebass bgt beda sama versi lama"
k*****n,"Kualitas Suara: bagus, lembut dan nyaman
Warna: warna favorit dan sesuai pesanan
Desain: simpel, ringan dan elegan
kualitas suara sangat nyaman masuk ke telinga"
,"Kualitas Suara: enak
Warna: netral
Desain: lucu
Barang datang sesuai pesanan tidak ada yang lecet normal gak ada yang cacat enak banget semoga awet 🫶🏻"
n*****i,"Kualitas Suara: suaranya bagus jernihh😭😭
Warna: bagussss banget, pink soft✨
Desain: detailnya cantik, warna nya juga gemes
sudah mendarat dengan baikk, suaranya jernih bagus semuanya😭✨"
,"Kualitas Suara: bagus jernih
Desain: lucu banget pendekk tp lebar wkwkwkw
bagus nih, tinggal beli casingnyaa wkwkwkwk"
,"Kualitas Suara: jernih dan bagus
Warna: warna sesuai foto katalog
Desain: sederhana
baterai awet poll seminggu ga ada di charge masih awet , bentuknya kecil muat dimanapun"
,"Kualitas Suara: jernih
Warna: pink
Desain: minimalis
Produknya bagus, best. Suara jernih bassnya jg kerasa. Pengiriman juga cepat 👍🏻"
k*****y,"Kualitas Suara: cukup jernih dan bass nya deep
Warna: hitam
Desain: elegan
Suara cukup jelas dan lebih berasa bass nya"
,"Kualitas Suara: bassnya oke banget!
Warna: my fav color
Desain: sangat elegan
Kualitasnya bener bener ya kenapa baru tau baseus ini yaaa juara apalagi wana pinknya ini love it!"
,"Kualitas Suara: Bass terdengar bagus
Warna: lucu
Desain: lumayan bagus, cuma cepet kotor
Suara ngebass bagus, baterai awet bgt seminggu sekali charge nya deh, Bluetooth dari jauh juga masih connect beda sama tws lain. Cuma minusnya cepet kotor karena warna pink, baiknya beli case luar atau pilih warna gelap. Thank u seller."
,"Suranya jernih, bassnya oke, ga sakit di kuping, warnanya lucu gemesin, pokoknya keren... 
Tks seller.... 
Om kurir y baik langganan.. 
Terima kasih."
n*****1,"Kualitas Suara: bagus
Warna: cute
Desain: menarik
Suara jernih, tp blm tau kalau buat telepon, wrnanya cute sekali pinknya soft💞 pengiriman cepat, aman bublle wrap tebal"
m*****s,"Kualitas Suara: bagus bagus ajah
Warna: menarik
Desain: cantikkk
Suka warnanya dan pas ajah di telinga keclku hehe bagus juga twsnya ❤️"
l*****a,"Kualitas Suara: worth it
Warna: warna putih nya keren
Desain: menarik
Selama pemakaian batre lumayan awet, kualitas suara juga oke, worth to buy deh"
3*****h,"Kualitas Suara: suara yang bagus
Warna: sesuai dengan ekspektask dong
Desain: menarik dengan desain yg bagus... gag menyesal deh"
,"Kualitas Suara: Bagus
Warna: Pink
Desain: Imut
Terimakasih Baseus, selalu mantap, kualitas suara tws mumpuni, produk mulus tiada cacat semua sesuai, pasti bintang 5"
i*****1,"Kualitas Suara: mantap
Warna: sesuai
Desain: simple
bubblewrapnya tebel banget mantep sih, pengirimannya juga cepet, suara sama bass nya juga enak, nyaman juga ditelinga, thx seller"
h*****a,"Kualitas Suara: suaranya jernih
Warna: sangat menarik dan lucu
Desain: bagus, warnanya cerah"
r*****i,"Fitur Terbaik: kondisi oke
Sepadan dengan Harga: sepadan
Sudah beli yg ke 3 kalinya, ini untuk mama bisa untuk zoom karna baterai tahan lama."
w*****m,"Kualitas Suara: kualitas suara besar dan jernih
Warna: warna sangat cantik sesuai gambar
Desain: desain agronomis dia mudah lepas di telinga"
b*****s,"Kualitas Suara: bagus
Warna: bagus
Desain: bagus
bagus semuanya pengiriman luar jawa juga cepet dan packaging aman banget"
s*****6,"Kualitas Suara: jernih
Warna: lucuuu
seneng beli ini self reward buat diri sendiri dari hasil gaji wkwk, kerasa perbedaannya dari yg biasa beli 40rban, beli baseus berasa premiumnya dari packaging sampai tampilannya LUVVV BGTTT. stlah ± 2 Minggu pemakaian baru smpt kasih review. suara jernis bass enak, ini klo dipake 22nya volume up bnran bikin budeg haha. jarak 30 meter udh putus"" kmudian ilang suaranya. pkai helm di aku agak neken, tpi ga sakit. klau dipake kelamaan agak sakit yg pegel gitu. so far so goodddd 👍🏻👍🏻👍🏻💕"
c*****z,"Kualitas Suara: sukakkk
Warna: blue
Desain: aga bulki gt
sukak bgt guys krn ak dpt diskon and suaranya jg jernih ga mahal juga ini termasuk murah cuy untuk tws secanggih dan se worth ini"
,"Kualitas Suara: baik dan menyenangkan
Warna: Aku suka biru, melambangkan kecerahan
Desain: lucu dan menarik
Baik sekali"
,"Kualitas Suara: sangat memuaskan
Warna: bagus
Desain: menarik
Bagus banget, suara yg keluar jernih, bisa dipakaii telponan juga. Batrenya sangat awet bisa dipake berhari2. Warnanya lucuuu💙"
,"Kualitas Suara: bagus banget
Warna: bagus
Desain: keren
makasih kak kirimanya sudah sampai
suara nya bagus, jernih, bass nya keren banget
aku suka 😁😍👍"
d*****c,"Kualitas Suara: jernih, bagus
Warna: pink lucu
Desain: lucuu
bagus twsnya untuk harga segitu sangat worth untuk pemakaian daily, mau beli lagi buat hadiah"
,"Kualitas Suara: bassnyaa mantap
Warna: warnanya sesuai
Desain: desainnya bagus
Barangnya sudah sampai dengan selamat
Packingnya aman,cepat sampai,bassnya mantab banget,warnanya juga bagus eyy dopp nyaa
Semoga awet"
m*****a,"Kualitas Suara: bersih dan jernih
Warna: lucu
Desain: menarik
Suaranya mantap dengan harga segitu, ga bikin telinga sakit. Warnanya juga lucu"
n*****y,"Kualitas Suara: jelas
Warna: telor asin
Desain: bagus
Kualitas produk baik, respon penjual baik, kecepatan pengiriman baik, diskon ok"
a*****5,"Kualitas Suara: suara jernih dan bagus
Warna: sesuai dengan ekspektasi gemoyy bgtt
Desain: menarik lucu
Sampai dengan aman, nyaman dipakai desainnya gemoyy.. suaranya jelas.. awet jugaa"
m*****1,"Kualitas Suara: untuk harga segini suaranya uda baguss bgtt
Warna: lucu bgttt
Desain: simple tapi sukaaa
sesuai ekspektasi banget, ga nyesel beli disini, pengiriman juga aman, sukaa!!"
l*****a,"Kualitas Suara: sesuai
Warna: menarik dan lucu
Desain: sangat menarik dan cantik
Desain dan suara yg jernih, sesuai dengan harga."
,"Kualitas Suara: suara jernih
Desain: simple tp keren
Pengiriman tepat waktu, suara jernih, dapat harga murah pas promo, mantapp"
l*****h,"Kualitas Suara: Bagus
Warna: bagus cantik
Desain: minimalis
Baru pertama kali beli produk baseus dan yaaaa sesuailah dengan harganya, desain cantik, semoga awet"
f*****l,"Kualitas Suara: sangat bagus
Warna: sesuai ekspetasi
Desain: lucuuuuu
Buat yg masih mikir mau beli atau engga, mendingan beli dehh😭🤣 warna pinknya lucuuuu bgtttt sumpill😍🙌🏻"
v*****i,"Kualitas Suara: memuaskan
Warna: menarik
Desain: elegan
Barangnya sudah bagus, elegan, dan memuaskan. Cuma untuk game atau nelfon suaranya kadang kecil didengar sama pendengarnya."
,"Kualitas Suara: jernih bagus
Warna: bagus lucu
Desain: menarik simple
Bagus, sesuai pesanan, suara oke, no cacat cuma kabel charger agak kotor, semuanya lengkap, ringan dipake. Pengiriman agak lama, pesan sabtu, rabu baru sampe. Thanks"
z*****2,"Kualitas Suara: bagus
Warna: sesuai
Desain: simple dan bagus
packingnya aman bgt, pengiriman cepat, suara jernih, dan ga bikin sakit telinga juga."
,"Kualitas Suara: Jernih & nge bass
Warna: Bagus sesuai
Desain: menarik
Awal beli suara tws nya kecil banget padahal volumenya udh full akhirnya coba komplen ke cs dan di minta untuk restar twsnya, engga lama lampu indikatornya engga bisa hidup dan tidak ada suara di tws sebelah kiri. setelah dikirim panduan kendala oleh cs dan tetap tidak ada perubahan cs minta kirimkan vidio kendala pada tws . akhirnya setelah di review oleh tim baseus mereka menawarkan produk pengganti setelah itu  di kirimkan kembali. setelah di coba tws yg baru enak banget suaranya jelas jernih nge bass juga dan volumenya itu besar beda dari yg pertama . Buat kalian yg masih ragu buat co produk ini, kalian gak usah ragu, tws ini sesuai sama ekspektasi. cs nya juga respon cepat kalau kita ada kendala di twsnya udh gtu mereka ada garansi produknya. Terdaebak baseus 🫶🏻"
a*****a,"Kualitas Suara: clear sangat bagus
Warna: simpel menarik
Desain: bagus sekali
Sangat direkomendasikan. Baru pertama semoga awet"
r*****i,"Kualitas Suara: sangat bagus
Warna: pink
Desain: menarik
Baru pertama kali beli disini, warnanya sangat cuteee dan kualitas suaranya juga sangat bagus, jernih. Suka sekali, terimakasih."
b*****6,"Kualitas Suara: jernih dan kencang
Warna: polos
Desain: simple dan elegan
untuk harganya affordable sekali, untuk kualitas nya lumayan, semoga awet"
m*****i,"Kualitas Suara: suara jernih dan kaya
Warna: menarik
Desain: terlihat keren
Setelah beberapa hari pakai, mantap bngt, batre nya awet, suara nya jernih, bass nya mantap, kereeen"
r*****h,"Kualitas Suara: bagus
Warna: oke
Desain: bagus
kualitas produk baik, harga oke, pengemasan aman dan pengiriman oke. thanks seller :)"
r*****e,"Kualitas Suara: jernih terus ngebass banget
Warna: hitam
Desain: keren
aku tambahin stiker biar gak sangar sangar banget ☺️"
,"Kualitas Suara: bagus
Warna: lucu
Desain: menarik
bagus banget warna pink nya,suaranya juga enak di denger,gak kemresek
dan pastinya murah sih ya
gak nyesel"
,"Kualitas Suara: bagus
Warna: sesuai
Desain: lucu
Alhamdulillah sudah nyampe, ih lucu banget warna kesukaan, emang nyari ny yang kaya gini bentuk nya, mudahmudahan awet yaaa"
a*****8,"Kualitas Suara: bass nya oke
Warna: sesuai
Desain: menarik
udah sampe baseus nya dan udah dicoba juga, bagus banget kualitas suaranya, mantep bgt😍😍"
n*****u,"Kualitas Suara: jernih
Warna: bagus warna pink
Desain: lucu juga
ringan, enak. suara microfon jernih juga kalo telfon, tp kadang gajelas tp kadang jernih gitu. tergantung posisi badan aja, kalo duduk jernih kalo tiduran nggak. worth it lah. minesnya kalo dipake kelamaan suka sakit terus aga gampang copot tp ga gampang bgt sih, tp so far worth it aja. suara bagus ko batre tahan lama bgt. connect nya cepet"
p*****a,"Kualitas Suara: sangat memuaskan
Warna: warnanya bagussss huwaaa pink soft
Desain: elegan dan menarik
Suaranya agak sedikit kecil tapi nyaman dipake"
b*****2,"Kualitas Suara: mantap dan jernih
Warna: biruu nya lucu mirip ky di foto
Desain: lucuuu keren gemes
suka warna birunya"
,"Kualitas Suara: bagus
Warna: cuteee
Desain: bagus
pas buka kotak lucu bgt pinknyaa dan suaranya juga okee semoga awet"
k*****6,"Kualitas Suara: bersih
Warna: cantikk pink
Desain: mewah
Pertama: pengiriman nya sangat sangat lama, mungkin 9/11 hari dari Jakarta ke Sulsel.

Kedua: saya sangatt bersemangat karena produk ini sudah sejak lama saya inginkan, dan akhirnya ada rezeki bisa memilikinya. Tws nya bagus Alhamdulillah tidak ada yang kurang, berfungsi dengan baik, btw cas nya awet yahh, saya tidak terlalu tau suara yg dihasilkan itu bagaimana apakah bass nya oke atau tidak, tapi menurut saya yg jarang pakai tws bagus bagus aja sih.

Ketiga: jangan ragu deh untuk beli, respon dan pengemasan nya cepat, ada banyak diskon nya."
r*****i,"Fitur Terbaik: kondisi bagus
Sepadan dengan Harga: sepadan
Pembelian kedua untuk adik, baterai tahan lama, suara oke."
r*****j,"Kualitas Suara: lumayan
Warna: cantik
Desain: bagus
lumayan oke untuk harga segitu. suara jernih. soso lah"
l*****y,"Kualitas Suara: suara jernih
Warna: cute sesuai gambar
Desain: keren dan elegan
Hadiah untuk ibu saya, alhamdulillah suka terima kasih kak"
s*****i,"Kualitas Suara: Jernih, pass bass nya
Warna: lucu and cantik bngt wrnanya
Desain: kerenn
Ga ush di ragukan lagi, biar bintang yg meninilai👌🏻"
p*****i,"Kualitas Suara: nyaman
Warna: biru langit
Desain: lucuuu
sangat awet juga ketahanan baterainya, kualitas suara juga sangat aman dua duanya😍😍😍"
l*****9,"Pengemasan dan pengiriman nya cepet. Suara nya jernih, nyaman dipakai di telinga, juga awet banget di pakai berjam jam. Terimakasih..."
i*****t,"Kualitas Suara: oke
Warna: oke
Desain: menarik, compact
Sudah jadi incaran sejak lama. Kemarin recommend ke temen kantor, terus giliran aku yang beli sekarang 🤭"
s*****3,"Kualitas Suara: bagus, bassnya juga bagus
Warna: love, cantik banget
Desain: bagus cantik banget"
n*****8,"Kualitas Suara: kualitas suara yang dihasilkan jernih
Warna: sesuai dengan ekspektasi
Desain: bagus dan sederhana"
,"Kualitas Suara: sangat jernih
Warna: warna biru dan aesuai
Desain: sederhana tapi mewah
bagus dan sesuai ekspektasi design elegan"
h*****1,"Kualitas Suara: bagus
Warna: menarik
Desain: menarik
Bagus suara juga ngebas pokoknya rekomend terimakasih banyakkk"
,Desain & warna keren & menarik. Suara jernih. Bass ada tapi biasa saja. Kualitas barang sangat bagus.
,"Kualitas Suara: Lumayan bagus
Warna: Sesuai pesanan
Desain: Cocok buat santai
Semuanya sesuai bagus dan berfungsi dengan baik serta tahan lama.. Hanya saja salah pilih model😅 model yang ini tangkai terlalu panjang jadi gak bisa di pake kalo lagi pake helm😁"
,"Kualitas Suara: jernih banget
Warna: bagus
Desain: oke
udah seminggu lebih make ini aman2 aja kok, suaranya jernih, bass nya bagus, mungkin di mic nya yg agak kecil, tapi untuk kualitas suara oke banget!"
b*****2,"Dpt diskon 6.6 jd lumayan harganya. Sudah dites lari 1 jam hanya berkurang baterai 10%.
Warna sesuai dan suara jernih, bas juga lumayan"
